TransactionID,Category,Product,TransactionDate,Quantity,Price,TotalValue,CustomerID,PaymentMethod,ShippingAddress,Email,OrderStatus,DiscountCode,PaymentAmount
ab9099a4-35a2-40ae-9af3-05535ec42e08,Home & Garden,Blender,2024-03-04,2,206.45,412.9,aefcfad8-efc8-4849-b3aa-7efe4458a885,Credit Card,,invalid_email,Completed,,180933.0
2bcfbe01-a28d-4fe3-9bf0-027312476f57,Beauty,Perfume,2024-09-08,5,407.85,2039.25,29d4beef-3eab-4dcb-baa8-0dd488bd6407,,"PSC 8042, Box 0439
APO AA 07458",ogomez@gmail.com,Pending,,2039.25
ece66fa2-fd51-46e6-851b-4cf36123fdf7,Toys,Board Game,2024-06-28,3,95.73,287.19,3838b326-8e94-4239-b02b-61c4a3d70628,Bank Transfer,"64510 Dillon Run
Hallfurt, VT 13556",dariusdavis@yahoo.com,Completed,DISCOUNT89TN,
c6a7ee39-c4b0-42cc-97c5-24a55304317f,Health,Vitamins,2024-09-22,1,75.71,75.71,0837b8a3-d261-47ab-baa2-e4f90e51f30d,Credit Card,"PSC 7981, Box 2387
APO AP 93885",invalid_email,Completed,,75.71
10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,Beauty,Shampoo,,5,141.35,17818.3,9132b63e-f162-47e4-a9c3-49e03602f8ac,Bank Transfer,"457 Garner Brook
Gabriellestad, ME 31460",invalid_email,Pending,,
7fcd9eb1-a7ca-4415-b66e-b16f508ebad7,Fashion,Jacket,2024-10-05,1,400.88,400.88,a491f0b2-ea1f-4a65-a27a-984d654821d0,,"Unit 8404 Box 6084
DPO AE 20385",jacob89@hotmail.com,Pending,DISCOUNT48Hw,117684.44
3f22faf8-23be-401d-83cf-2fde24933b83,,Face Cream,2024-06-27,2,,618.88,434308bc-89fa-4a68-8fb5-d27bbeb79919,Credit Card,"216 Robert Ports Apt. 649
Shaneberg, SD 18664",jessethomas@gmail.com,Completed,,618.88
956269f0-e5d7-4875-adad-d6c795a76d79,Sports,Dumbbells,2024-10-17,5,462.9,2314.5,ff50bde4-3825-47b8-9cab-cc97663f1c97,Credit Card,,invalid_email,Refunded,,2314.5
c17af08a-1745-46d8-be57-0ddf827050a8,Electronics,,2024-02-23,1,334.36,334.36,27209bdf-1c11-4735-9c71-3d960c0fd195,PayPal,,bellandrew@tucker-gray.com,Pending,,334.36
6c12ace8-ae34-4454-8ac5-b68c28f49481,,Board Game,25-05-2024 15:50:28,4,200.73,802.92,61b1cd22-6280-4c45-9043-5a1098ae4334,Bank Transfer,"48262 Lonnie Point
East Lonnieberg, AK 42272",invalid_email,Completed,,12607.23
405cacec-8774-49a9-b7d2-1e02ff01cf99,,InvalidProd2,2024-08-19,2,499.55,999.1,f143262f-dc5c-4eed-8da0-365bf89897b9,PayPal,"4742 Daniel Ferry Apt. 994
New Jesse, AK 47590",timothy00@gmail.com,Completed,,999.1
ae849217-1d53-434b-b881-39b9ae270da7,Sports,Yoga Mat,2024-01-05,1,198.16,198.16,444ea7c8-c039-4710-8976-e334e2817efd,,"89752 Henry Dam Apt. 330
Durantown, MT 29671",tfoster@hotmail.com,Completed,,198.16
4b22d308-1c8e-4ee9-9715-bd6fa4161293,Health,,04-06-2024 22:47:02,5,334.63,1673.15,00d4af59-7427-4ca3-a87d-06ca6f4cc69a,Bank Transfer,"12797 Delacruz Gateway
Sullivanton, WA 50357",kmorales@yahoo.com,Completed,DISCOUNT66Ms,1673.15
f8cda88b-436d-46e2-b83c-fe0be037e5ed,Health,Vitamins,2024-10-07,1,483.29,483.29,81f76d1c-2dbc-4134-830f-f46e8026695f,Bank Transfer,"998 Abigail Mission Suite 038
Terrellton, MS 68150",nicole16@gmail.com,Completed,,483.29
d777a477-4c66-40a8-a013-ac6ededa4e16,Electronics,Laptop,2024-02-11,1,499.13,499.13,32ebd689-9be5-48c7-81f6-31d4a39231a7,Credit Card,,ronald04@yahoo.com,Completed,,499.13
8a14be62-295b-4715-8333-e8615fb8d16c,,Smartphone,,1,328.65,328.65,87c5421e-ec24-43c5-8754-108ff4188f3f,UnsupportedMethod,UNKNOWN ADDRESS,not_an_email,UnknownStatus,,328.65
04fc6d82-7d15-4385-92fb-e43b99546eb4,Toys,Board Game,2024-01-01,1,124.65,124.65,e0f3eab0-5cec-4eb5-add9-68311ca35cfb,Credit Card,"98266 Hayes Fall
Garzaborough, NH 12321",djensen@yahoo.com,Completed,,
0ed42f1a-3d4c-4f37-8eb9-3effce88cb2d,Toys,Lego Set,2024-11-18,4,258.13,1032.52,f26b4776-913e-4de2-a0c5-3cb83da9c2a9,Credit Card,"111 Walters Corner
Acostahaven, GA 50135",andradeariana@taylor-dominguez.com,Pending,,1032.52
d0e6e660-7c69-4ee1-bb5e-4bcf15ed6269,Books,Fiction Novel,2024-01-31,2,10.59,21.18,885f6e66-c2b6-42c5-ba5d-310011b7e948,Bank Transfer,"59222 Kayla Center
Parkermouth, SC 24185",brandonwatson@yahoo.com,Completed,,21.18
79ac1b1e-a8e5-4e0c-a0de-435d2031d750,Beauty,Shampoo,2024-10-24,2,254.26,508.52,43dac043-2a45-42ab-8cbf-edb0f264accc,PayPal,"09407 Foley Plains
New Nicolebury, OR 86939",michealrodriguez@martin.com,Completed,,508.52
f6e07cc0-6c52-449f-9b49-bd26df57c59a,Toys,Board Game,2024-07-23,77,3109.25,897.62,c1590f53-8a0f-4efb-adcd-465e36386821,UnsupportedMethod,UNKNOWN ADDRESS,not_an_email,UnknownStatus,,897.62
4fcca39a-b683-42e6-b37e-a2dfb09b2a5c,Health,Bandages,2024-10-10,4,,617.88,a65e688e-abf3-4d39-bec2-1bbe66245bfa,Credit Card,"1016 Evan Haven Apt. 795
North Kaylamouth, MS 09370",sandra66@gmail.com,Pending,,617.88
7394988f-847f-49b4-a64d-1bcb702753a1,Electronics,Headphones,2024-05-25,1,,307.14,1064005c-3985-43cf-bf76-be1d1efa2197,PayPal,"7214 Rose Pine
Lake Jason, CT 75391",karen43@yahoo.com,Pending,,307.14
3ae8cc93-8dcd-4d03-969b-666205628059,,Smartphone,,3,387.47,1162.41,122c9a56-01d7-4256-b860-2ab696a402f2,,"9469 Green Ports
Sarashire, NC 96076",invalid_email,,,1162.41
114125c6-3a9b-4dd4-8f12-59e0a18ff6b6,Beauty,Perfume,2024-10-01,2,270.3,540.6,5496f63c-dc11-40c1-880a-adfbe7c99b26,Credit Card,"93430 Andrew Road Apt. 396
Williamsstad, SC 28332",connerkevin@gmail.com,Completed,,540.6
ab4220a7-474a-493b-bced-df2d839fbc50,Health,Protein Powder,2024-01-28,4,320.45,1281.8,21df306f-8a0b-4c33-b6d8-393a7c441fe7,PayPal,"441 Evans Plaza
Katieville, MA 45243",karensanchez@hotmail.com,Refunded,,1281.8
93829b43-922f-415a-a1e3-db63ef7ddc76,Home & Garden,Lawn Mower,2024-10-07,5,377.22,1886.1,7914c120-c8dc-419f-be35-11287900f7f9,UnsupportedMethod,UNKNOWN ADDRESS,not_an_email,UnknownStatus,DISCOUNT89Mo,1886.1
18d0752b-1825-4c54-b0be-b45f683514f2,Health,Bandages,2024-11-09,2,442.02,884.04,6c6fa611-5ab3-4edf-ae59-5ed3a8b317fa,PayPal,"084 Peters Brook Apt. 955
East Juantown, MS 82619",hbaker@hotmail.com,Completed,,884.04
0dde29a6-baa4-471a-9d24-67ac778eedb3,Health,Bandages,2024-06-08,5,329.86,1649.3,a56c0941-fbf2-4050-a748-dbcfac619e63,Credit Card,,jeffreywatkins@fisher.com,Completed,,1649.3
56dc8907-ba6c-44ab-a712-303a0f844fef,Fashion,Sneakers,2024-02-08,1,156.44,156.44,3fa7f104-1bf9-4e27-9c96-925eccf3a171,,"962 Michelle Terrace
Janetmouth, AZ 36086",wrightdale@gmail.com,Cancelled,,156.44
23e2fcb4-72d8-467d-894a-05e430b187ef,Sports,,,5,137.77,688.85,766ecb15-474e-4c19-aef9-12766c006f61,PayPal,"57438 Thompson Landing Apt. 317
Port Timothyhaven, ID 45080",brucethompson@yahoo.com,Pending,,688.85
71710434-134c-4c92-ac5b-227cdfde4fbf,Electronics,Headphones,2024-04-07,4,150.69,602.76,8ce21ea3-db20-456e-9c81-5fe7ceda8bbb,UnsupportedMethod,UNKNOWN ADDRESS,not_an_email,UnknownStatus,,602.76
8a63f881-ffd0-49d5-a6f2-f7b80cf35b58,Beauty,Shampoo,2024-02-08,1,14.15,14.15,17e011b7-f810-4383-83c7-2ba8d605e770,,"40915 Small Cove
Andrewport, IL 42559",hmurphy@lee-mccoy.biz,Completed,,14.15
680ac07a-2a93-4d62-bc83-5dc0d9441fa5,Fashion,T-shirt,2024-10-19,4,192.41,769.64,dd59ba71-36b8-4481-bb3a-4e3e7c52fa17,PayPal,,thomas92@gmail.com,Pending,,769.64
610461e3-2a25-4888-8f02-bad0e7067ef4,Fashion,T-shirt,2024-06-04,4,349.32,1397.28,43e458fc-63f2-4e24-bc3d-3348008d4127,Credit Card,"8571 Hernandez Harbor Apt. 098
East Amyside, KY 19055",alejandroturner@reynolds.com,Completed,DISCOUNT00xg,1397.28
6c4a37ea-4906-47f2-b47b-6dbac8fe3ccd,Home & Garden,Vacuum Cleaner,2024-10-31,3,371.34,1114.02,fed4057d-bb02-4576-b512-c4c3b253d218,Bank Transfer,"USNV Andrews
FPO AE 09838",morrowdonald@baxter.com,Pending,,1114.02
7c967f79-b7e9-4aca-a970-65e18e46d534,Books,,2024-10-31,4,216.67,866.68,37bb3eec-4bf5-4b52-b09d-258c27a0c3d7,Credit Card,"702 Thomas Spring Apt. 160
South Philipshire, UT 92168",michele58@hotmail.com,Completed,,866.68
0f9aea4b-8acd-4e10-bc59-4585944528c0,Electronics,Headphones,2024-01-23,1,94.16,94.16,0cd620c2-0ea2-422b-9048-67babf7b539b,UnsupportedMethod,UNKNOWN ADDRESS,not_an_email,UnknownStatus,,94.16
da4bd9ca-eb5c-4467-80ba-cd647a0ecfea,Fashion,Sneakers,2024-08-14,4,285.66,1142.64,f5f59b22-0e8f-48e0-a84d-82e587f7e1fb,Bank Transfer,"PSC 6255, Box 7701
APO AA 15297",invalid_email,Completed,,1142.64
118a9d29-2f92-4996-99f1-95d014822f53,Fashion,Sneakers,2024-07-16,1,48.32,48.32,dca02eec-acda-4acc-9165-e21098543881,Credit Card,"45992 Richard Station Apt. 581
Amandafurt, MT 31771",petersrussell@gmail.com,Completed,,48.32
e3e9de99-f10c-418b-9eb0-e38a675dd5af,Sports,Running Shoes,2024-04-01,2,246.86,493.72,98326856-9434-4a03-bf07-f81491d63f78,Credit Card,"6153 Mueller Mews
Amybury, TN 88267",greenmichael@lopez-dominguez.biz,Completed,,493.72
a8499b92-6b52-42e3-94fc-dd549e8fc965,Sports,Running Shoes,2024-01-16,1,,129.79,50fd9d3f-85d5-4695-90b2-b633956b8c0c,PayPal,"99758 Lynn Fall Suite 619
Lake Lisafurt, NM 85041",christopherwalker@hotmail.com,Completed,DISCOUNT95BC,129.79
506e5a9a-b758-488d-ab73-295b344a54b8,Fashion,Jeans,2024-04-11,5,336.03,1680.15,21813d25-6552-48a6-83ff-50113d1a85dd,UnsupportedMethod,UNKNOWN ADDRESS,not_an_email,UnknownStatus,,1680.15
50f0fd0a-750c-4b75-8ccc-9bc2a53f8a28,Beauty,Shampoo,2024-09-17,611,64928.64,3876063.4,12922f83-ef8c-485b-807a-30f2edd4253b,PayPal,"519 Cheryl Pass Suite 240
Rachelton, VT 73905",qmoore@taylor.info,,,3876063.4
902059e4-ff9a-45c2-9f04-4aed75523327,,Bandages,2024-01-04,3,18.15,54.45,89a2688b-12c1-46e0-9998-5f15ff002d4d,PayPal,"40369 Garrett Station Suite 666
Lake Glenn, ID 73301",invalid_email,Completed,,54.45
eeea163e-21e8-4c68-83e4-2caf8181a8cc,Home & Garden,Blender,2024-03-23,2,410.98,821.96,e117dac3-119c-4ea3-a180-50815958a499,Credit Card,"2422 Charles Brook Apt. 762
East Dawnchester, NH 91647",josephclark@gmail.com,Completed,,187591.66
702cdd20-2862-48b8-88f4-ef125e9953d2,Books,Biography,2024-04-04,5,435.31,2176.55,4d71c366-b41b-4143-8b10-550cd5704f32,PayPal,"278 Arnold Mission Suite 532
Jacobsshire, VA 31532",jesse79@gordon-steele.biz,Completed,,2176.55
a76afde6-ce9e-4a11-bcbb-4e59fbddcf7c,Beauty,Shampoo,2024-08-25,5,324.6,1623.0,d12dbc9a-aaf9-4531-8200-b1f08768a84f,Bank Transfer,"8950 Ashley Squares Suite 197
East Jessicahaven, WV 37125",arnoldrachel@edwards.com,Pending,,1623.0
1a84a51a-a9d3-47c7-ae87-905e4ca415ea,Sports,Dumbbells,2024-08-03,1,350.13,350.13,43b409ef-2260-470f-a0cc-edc5f05db76e,Credit Card,"913 Mccoy Shore
Lake Cynthiashire, RI 07418",hernandezlinda@gmail.com,Completed,DISCOUNT56nx,
8da01097-be0f-451b-9b66-b5a9e3c43657,,Smartwatch,2024-02-14,4,,1244.52,9ad620ab-4821-4ddb-85b8-9cd927cb6f2a,Credit Card,"PSC 8077, Box 8795
APO AA 46758",esmall@yahoo.com,Cancelled,,1244.52
afffcfd2-341e-440b-97c7-00aab7b56ea7,Beauty,Perfume,2024-03-22,4,267.85,1071.4,81627cf1-4394-42e6-9a58-7e8aa25d6b29,Credit Card,"USNV Roberts
FPO AE 91602",victoriaturner@yahoo.com,Completed,DISCOUNT58sj,1071.4
d89a40c0-e87d-4c78-a7c4-21c740497b71,Health,Vitamins,2024-07-08,4,149.06,596.24,6c6f7633-a260-4723-97a0-df490d01280f,PayPal,"PSC 4940, Box 7929
APO AE 86526",jeremybauer@valentine-martin.net,Pending,DISCOUNT27OU,596.24
5563f616-00e8-4ece-8b49-452d46d483f3,Beauty,Shampoo,2024-11-18,5,129.44,647.2,fad409e2-a319-4cb4-a17d-65a0c56811cd,PayPal,"Unit 9047 Box 1281
DPO AA 33537",lmyers@yahoo.com,Cancelled,,647.2
8d3aed99-711c-41c9-bdc1-4f1f295d6fbf,Fashion,Jacket,2024-04-11,2,390.79,781.58,0279b6a6-8f97-47b0-ad7c-e3c9b4a69f3c,,"4019 Renee Streets Apt. 752
Kimberlybury, HI 69626",jamesanderson@gmail.com,Cancelled,,781.58
b0e6a969-e213-42b0-b1ee-dba313432e61,Health,Protein Powder,2024-02-13,4,74.18,296.72,093923de-8bab-4e3b-a628-6bfbe767dcea,Bank Transfer,"29276 Young Mill Apt. 395
Lake Josephville, GA 61320",invalid_email,Completed,,296.72
25e97977-8d72-48e2-951f-58d05e84f058,Home & Garden,Vacuum Cleaner,2024-11-20,1,127.82,127.82,4eea04e7-0ab5-4bde-a0a0-45026e068097,PayPal,"8366 Baker Pines Suite 047
Gregoryhaven, AZ 13262",taylordennis@berry-rodriguez.com,Completed,,127.82
f8e1daa7-cbce-4bde-aede-db07e623a689,Beauty,Lipstick,2024-05-21,5,491.05,2455.25,5b9962c6-e61f-4cc0-8a36-8ce7dc570131,Credit Card,"PSC 5694, Box 5441
APO AA 86267",andrewgonzalez@mcdonald-jones.com,Pending,,2455.25
1a50aec3-aabc-45fa-bfe1-2e47ae9bec36,Health,Bandages,2024-03-22,4,39.83,159.32,e256a6dc-8f54-46b7-87b5-b2bc5a8aaeca,,"393 Byrd Falls Suite 800
North Roberthaven, TX 58951",adiaz@yahoo.com,Pending,,26321.37
2790cebd-bfdd-43d9-9ee3-ac2af94d6204,Books,Cookbook,,4,276.35,1105.4,dd56cc94-3c9a-414c-ae0c-aeb5ecfedb99,Credit Card,"3009 Brian Ranch Apt. 911
Port Cassandrafurt, WV 85423",kimberlylynch@yahoo.com,Pending,DISCOUNT17jy,1105.4
2d534dd0-cf8e-4c5a-8cc5-6569f9e8a369,Health,Bandages,2024-03-04,2,57.17,6207.98,2dea9493-0658-463a-a98c-206fe1a47e10,PayPal,,rachelbrown@yahoo.com,Pending,,138958.91
ee49f329-c84a-4b28-950a-1b46ecab3301,Toys,Board Game,2024-10-13,5,421.09,2105.45,dd334cc7-ab7f-489a-8d5f-4822696608aa,Bank Transfer,"24471 Livingston Harbor
Schwartzmouth, GA 10199",briandavid@gmail.com,Pending,,2105.45
28c13091-444d-410b-bf87-e362cf8d446a,Beauty,Face Cream,2024-10-12,5,402.18,2010.9,61ee411a-1bac-47a7-b386-f7a4c991603f,Credit Card,"6504 Thompson Cliff
Krauseborough, MO 23889",invalid_email,Completed,,2010.9
33173470-38f1-4a81-b87f-2425dbccc477,Beauty,Perfume,,5,76.08,1241.92,598336e3-75d6-4ed4-ab1f-a9f2d10bd1d0,Credit Card,"86391 Baldwin Cove
North Chadview, NV 02960",lisa23@robinson.com,Pending,,1241.92
3a43b2ba-df0f-46cb-8b9b-c326d20eac17,Health,Vitamins,2024-04-28,2,216.24,432.48,3170f437-a8f7-4f5a-860e-df5b39118497,UnsupportedMethod,UNKNOWN ADDRESS,not_an_email,UnknownStatus,DISCOUNT62WP,432.48
11c58ef0-dd46-4c09-8752-87aa5408f9ac,Sports,Tennis Racket,2024-06-03,2,103.24,206.48,59e4b671-4774-4c58-85f8-bc16f7860b50,,"6618 Aaron Spurs Suite 198
Mathewport, AR 83374",krobbins@robles.com,Completed,DISCOUNT56xb,206.48
fb2ca025-adf4-462d-a651-529e8268690b,Sports,Yoga Mat,2024-09-06,2,151.22,302.44,f071d879-54c6-4cd8-8945-6f27d7fa2d8d,UnsupportedMethod,UNKNOWN ADDRESS,not_an_email,UnknownStatus,,302.44
42deffcc-f86c-4ca2-a085-96db1d870966,Electronics,Headphones,2024-01-11,4,169.98,679.92,fbc9f87a-f668-4617-94a1-875d2db69edb,Bank Transfer,,deckerthomas@hotmail.com,Completed,,679.92
6f3f920c-98b8-44cc-9bc0-44fc09cb3942,Home & Garden,Vacuum Cleaner,2024-04-13,5,378.77,1893.85,504d281f-c953-4b63-ba81-edd9587ef344,UnsupportedMethod,UNKNOWN ADDRESS,not_an_email,UnknownStatus,,1893.85
1d9af659-82ec-4f2d-bbf6-e16f9b3080d5,Books,Cookbook,2024-06-18,1,377.84,377.84,30a900ad-939b-462d-a645-f129629c2ae3,PayPal,"478 Levy Brook
West Brianton, DE 28246",brendan58@herrera.com,Completed,DISCOUNT46aE,377.84
006ed6e3-6fa1-4735-b572-f3d00b5cea6a,Fashion,Jeans,2024-04-08,359,17839.57,66202.95,89d7fd6c-ce77-4f00-acf2-7e7685197ff4,PayPal,"829 Sandy Camp Apt. 707
East Jacquelineberg, HI 83425",matthewbrennan@gmail.com,Completed,DISCOUNT00fs,66202.95
bcae8081-bdf0-40aa-b0b5-156bb82c9074,,InvalidProd1,2024-09-23,1,130.93,130.93,6e6981a3-5d3d-4e56-b270-e4faabae4f43,Credit Card,"79291 Danny Ranch Apt. 136
Lisafurt, DE 90165",leviwilliams@casey.net,Completed,,
5487fd4f-ebb7-4385-aa0b-7b14f2e9702d,Toys,Board Game,2024-01-28,3,492.06,1476.18,d9178793-a9d3-42e6-905c-c6869f871ce7,Credit Card,"3092 Brown Harbor
Port Robert, MN 73037",invalid_email,Completed,DISCOUNT41oa,1476.18
81d2c7de-4ce1-4b90-a669-7833b841d0a0,Toys,Board Game,2024-02-18,2,302.84,605.68,5380b904-688c-4015-aab9-7e494f2d4796,,"021 Strickland Brook
Millertown, CO 93134",robin23@yahoo.com,Completed,,605.68
2095eef6-8ded-49fb-8bb0-0f20b27c4026,InvalidCat2,InvalidProd1,2024-06-05,4,247.65,990.6,f0bbac67-aa38-40a1-aba2-5efe311c6eb6,UnsupportedMethod,UNKNOWN ADDRESS,not_an_email,UnknownStatus,,990.6
2c8d0e44-e71e-43a6-bf85-bf0ead64b56c,Home & Garden,Vacuum Cleaner,24-11-2024 02:36:36,4,46.34,185.36,67f48ad5-4d0b-4d1a-91b0-e1d99d9262af,PayPal,"331 Christine Wall
South Kaylee, IL 36732",shannonhammond@bauer.com,Completed,,185.36
49732d6c-4dca-4fb7-801a-9a8bd56f0350,Books,Cookbook,2024-07-31,5,85.05,425.25,9479e1e6-c927-4d9b-ae0d-264835ce8841,Bank Transfer,,krausedavid@church-williams.com,Completed,,425.25
7118e364-7709-4749-927e-ecfaa79ac9aa,Health,Vitamins,,1,,317.09,82dc4c8e-36b5-429a-acf5-e81e71316269,Bank Transfer,"77220 Deanna Haven
South John, WV 59895",invalid_email,Completed,,317.09
cbc84759-f5b7-4cc7-a6b3-c944cb323e35,Electronics,,2024-07-02,4,400.15,1600.6,15b52908-a8aa-4158-ab70-e525bc67f831,Credit Card,"220 Robertson Cliffs
Lake Sean, MD 55428",caldwellpatricia@gmail.com,Refunded,DISCOUNT68PA,1600.6
9e87e04c-a208-4977-a9f2-533683f4a9a9,Toys,Lego Set,2024-04-20,1,447.92,447.92,f3b63fe1-d184-4324-97e8-392a55cee5db,UnsupportedMethod,UNKNOWN ADDRESS,not_an_email,UnknownStatus,,447.92
39820cff-4f77-4665-ac3c-56403c20592f,Fashion,T-shirt,2024-10-18,2,230.83,461.66,0640be0f-25b8-4d4b-b2fa-2de8ce7ae7f6,,"2735 Harris Crossroad Apt. 904
North Melissa, MT 22940",carmengomez@bonilla.com,Pending,,
9c7c7377-79a2-4903-bbe3-3b243eae0032,InvalidCat1,,2024-01-18,2,352.66,705.32,74962764-12a4-4ef0-84bb-b7a9d98868dd,Credit Card,"9292 Christopher Walks
Atkinsborough, NJ 61156",snydergerald@gmail.com,Completed,,705.32
31c681ec-935f-4b0a-a138-4ddce2d9de5d,Home & Garden,Vacuum Cleaner,2024-06-09,5,33.81,169.05,7e8f8095-624c-49b6-b244-45a7b7e58481,Credit Card,"335 Riley Ramp Apt. 906
North Vickiehaven, NE 70116",pgoodman@gmail.com,Pending,,
b00805cc-a7f3-4ae9-a5c7-3c443e75c3b4,Health,Thermometer,,2,59.43,118.86,dc45d539-c03f-4538-a485-5aa1016b6287,PayPal,"7318 Heather Lodge
East Michael, SD 12393",frankward@yahoo.com,Pending,DISCOUNT24cY,118.86
6cd66193-c746-4f59-9b49-4e15e2add909,Health,Protein Powder,2024-10-26,2,440.13,880.26,f53d4330-cdda-44ba-ad06-e8cf3805f907,PayPal,"79907 Ingram Well Suite 257
Port Courtneyfurt, UT 44135",danielthompson@flores.biz,Completed,,
8eb22579-0cdb-4ca4-b6ec-bdd68498e113,,Headphones,2024-09-27,4,249.78,999.12,1f115b76-d92c-4227-aadf-50853fcb7546,Credit Card,"4989 Kristin Common Suite 085
North Patrickmouth, AZ 48417",jodysmith@velasquez.com,Completed,,999.12
aae65fc1-76f2-4bfe-8d29-a36f222282e1,Health,Thermometer,2024-06-26,1,390.78,390.78,986f9025-8f15-4a58-bce6-850487f8424d,Credit Card,"325 Amber Run
Mclaughlinshire, UT 27999",invalid_email,Completed,,390.78
714c7df4-e434-4d51-8158-1092f335cba3,,Laptop,2024-05-03,1,114.71,114.71,e45b712e-b822-4688-90a4-44329cd6c852,PayPal,"5486 Brown Landing
Shaunhaven, DE 62126",torresmary@yahoo.com,Completed,,114.71
8c41561b-e827-41b9-94a0-2e536d3ee1dc,Home & Garden,Lawn Mower,2024-07-15,1,452.26,452.26,be6033f7-28be-4288-a5af-6e39722764e6,PayPal,,nelsonandrew@gmail.com,Cancelled,DISCOUNT87XZ,189513.88
c074718e-425a-409f-b337-c59979844388,Electronics,Smartphone,2024-11-30,5,267.85,1339.25,46fde062-a33d-47af-9701-410d3f4b1a70,Credit Card,"9513 Miller Lock Apt. 411
West Daniel, NM 20227",christina68@bailey.com,Pending,,1339.25
a07295e9-7c0e-4cd8-8573-e793c715b2b9,Books,Cookbook,2024-10-24,1,401.01,401.01,13d5f2f7-709b-4d97-864c-04af3d3f3799,Credit Card,"6827 Fisher Street
West Jaimetown, IN 68608",sscott@gmail.com,Completed,,401.01
55fa1ab8-458f-4f19-bc07-c57449257af1,Electronics,Headphones,2024-10-04,1,483.47,483.47,14a0bccb-8a47-4a87-a49d-681d51d87c64,Credit Card,"557 Ellis Port Apt. 424
South Nathan, WI 06703",nwalters@gmail.com,Completed,,483.47
b1a6b1f1-620e-49d3-bb33-f3d8269cd696,Fashion,Sneakers,2024-02-23,5,118.06,590.3,10714d51-36c5-4dac-b4d7-e28e271e3ee2,PayPal,"2928 White Extensions Apt. 231
West Autumnmouth, MN 24683",lhall@yahoo.com,Completed,DISCOUNT10aO,590.3
7746d0ba-8ae8-405b-94b4-a48268586eba,Health,Thermometer,2024-06-10,4,38.53,154.12,d5385b0e-34f3-493c-8ff0-a55c6a702e2f,Credit Card,"552 West Estates
Davidtown, NM 19556",kflores@gmail.com,Pending,,154.12
